DATA COMPETÊNCIA,DATA CAIXA,DESCRIÇÃO,VALOR,CONTA,POTE,CATEGORIA,SUBCATEGORIA,OBSERVAÇÃO,PARCELAS,N PARCELA,NATUREZA,AUTOMÁTICO
2024-11-04,2024-11-04,PIX QRS BANCO CSF04/11,-1148.58,ITAÚ,Empréstimos,Encontro de contas Cartão,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,PIX TRANSF RAFAEL 04/11,-2400.0,ITAÚ,Transferência entre contas,Transferência entre contas,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-17,EDREAMS PRIME,465.58,CC ITAU BLACK,Despesas Básicas,Assinaturas,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Transfe PixRem: Harmonia Locacoes de 04/11,5950.0,Bradesco,Empréstimos,Fundo Rafael,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Transfe PixRem: Rafael Bezerra de Abr 04/11,2400.0,Bradesco,Transferência entre contas,Transferência entre contas,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode DinDes: Welington Leonardo sa 03/11,-11.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode DinDes: Andressa Karine Berto 03/11,-15.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode DinDes: Wilson Ribeiro Dos sa 03/11,-22.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,"Enc Lim CreditoEncargo - 08,00%",-23.87,Bradesco,Empréstimos,Juros Conta Corrente,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode EstDes: Nativa Confeccoes 04/11,-30.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Iof Util Limite,-33.88,Bradesco,Empréstimos,Juros Conta Corrente,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode DinDes: Auto Posto Navegantes 03/11,-35.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode DinDes: Rodrigues Tauil Comer 04/11,-50.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode DinDes: Desfrutte 03/11,-81.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-04,2024-11-04,Pix Qrcode EstDes: Mcr Restaurante Eirel 04/11,-107.0,Bradesco,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-03,2024-11-17,KIOSK CONVENIENCIA,-17.0,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-03,2024-11-17,KANSHA SUSHI BAR,-99.77,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-03,2024-12-05,KIOSK CONVENIENCIA,-8.0,CC Bradesco,Despesas Básicas,Férias,,1,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,PIX TRANSF RAFAEL 01/11,8500.0,ITAÚ,Transferência entre contas,Transferência entre contas,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,DEV PIX MAXWELL XAV01/11,30.0,ITAÚ,Empréstimos,Terceiros,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,JUROS LIMITE DA CONTA,-220.91,ITAÚ,Empréstimos,Juros Conta Corrente,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,SAQUE DIN ATM BIOME00026,-500.0,ITAÚ,Empréstimos,Saque,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,SAQUE DIN ATM BIOME00025,-1500.0,ITAÚ,Empréstimos,Saque,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,SAQUE DIN ATM BIOME00024,-1500.0,ITAÚ,Empréstimos,Saque,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,SAQUE DIN ATM BIOME00023,-1500.0,ITAÚ,Empréstimos,Saque,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,SAQUE DIN ATM BIOME00022,-1500.0,ITAÚ,Empréstimos,Saque,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,SAQUE DIN ATM BIOME00021,-1500.0,ITAÚ,Empréstimos,Saque,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-17,MERCADINHO BOA VISTA,-6.09,CC ITAU BLACK,Despesas Básicas,Alimentação,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-17,ESFIHA E CIA - MUCUGE,-12.5,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-17,MP *GALINHODISTRI,-16.5,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-17,CALIFORNIA COFFE,-20.0,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-17,ESFIHA E CIA - MUCUGE,-30.5,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-17,1 REST TIA NELZA,-32.16,CC ITAU BLACK,Despesas Básicas,Férias,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-11-01,Transfe PixDes: Rafael Bezerra de Abr 01/11,-8500.0,Bradesco,Transferência entre contas,Transferência entre contas,,,1,1,VARIÁVEL,NÃO
2024-11-01,2024-12-05,GOOGLE *GSUITE_rafaela,-233.05,CC Bradesco,Despesas Básicas,Assinaturas,,1,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,PIX TRANSF Adriano31/10,578.86,ITAÚ,Empréstimos,Terceiros,Empréstimos - Terceiros,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,PIX TRANSF Maxwell31/10,-30.0,ITAÚ,Empréstimos,Terceiros,Empréstimos - Terceiros,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,PIX TRANSF Roseane31/10,-50.0,ITAÚ,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-31,2024-10-31,PIX TRANSF MARCELO31/10,-50.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,PIX TRANSF FRANCIS31/10,-80.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,PIX TRANSF VERONIC31/10,-102.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,PIX QRS RECEITA FED31/10,-211.55,ITAÚ,Despesas Básicas,Impostos Empresas,Despesas Básicas - Impostos Empresas,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,INT /DARF 03242832746596,-520.8,ITAÚ,Despesas Básicas,Impostos Empresas,Despesas Básicas - Impostos Empresas,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,INT /DARF 03242832743800,-520.8,ITAÚ,Despesas Básicas,Impostos Empresas,Despesas Básicas - Impostos Empresas,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,PIX QRS RECEITA FED31/10,-2927.66,ITAÚ,Despesas Básicas,Impostos Empresas,Despesas Básicas - Impostos Empresas,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-11-17,OGGI SORVETES,-4.0,CC ITAU BLACK,Despesas Básicas,Alimentação,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-11-17,DOCE PORTUGAL,-4.3,CC ITAU BLACK,Despesas Básicas,Alimentação,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-11-17,DOCE PORTUGAL,-8.76,CC ITAU BLACK,Despesas Básicas,Alimentação,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-11-17,DOCE PORTUGAL,-20.07,CC ITAU BLACK,Despesas Básicas,Alimentação,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,Pix Qrcode DinDes: Receita Federal 31/10,-138.0,Bradesco,Despesas Básicas,Impostos Empresas,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,Pix Qrcode DinDes: Receita Federal 31/10,-383.52,Bradesco,Despesas Básicas,Impostos Empresas,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,Transfe PixDes: Orivaldo Vieira de sa 31/10,-500.0,Bradesco,Desenvolvimento Pessoal,Cursos e Consultorias,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,Pix Qrcode DinDes: Receita Federal 31/10,-1756.6,Bradesco,Despesas Básicas,Impostos Empresas,,,1,1,VARIÁVEL,NÃO
2024-10-31,2024-10-31,Pix Qrcode DinDes: Tibau do Sul Gabinete 31/10,-5262.38,Bradesco,Empréstimos,Terceiros,,,1,1,VARIÁVEL,NÃO
2024-10-30,2024-10-30,PIX TRANSF ISABELL30/10,1600.0,ITAÚ,Receitas,RA Mall,Receitas - RA Mall,,1,1,FIXO,NÃO
2024-10-30,2024-10-30,PIX TRANSF DENNIS 30/10,-0.1,ITAÚ,Doação,Doação,Doação - Doação,,1,1,FIXO,NÃO
2024-10-30,2024-10-30,PIX QRS WISE BRASIL30/10,-1594.97,ITAÚ,Despesas Básicas,Compras Eletrônico,Despesas Básicas - Compras Eletrônico,,1,1,FIXO,NÃO
2024-10-30,2024-11-17,FERREIRA COS-CT 01/02,-50.35,CC ITAU BLACK,Despesas Básicas,Despesas Casa,,,2,1,VARIÁVEL,NÃO
2024-10-30,2024-12-17,FERREIRA COS-CT 01/02,-50.35,CC ITAU BLACK,Despesas Básicas,Despesas Casa,,,2,2,VARIÁVEL,NÃO
2024-10-30,2024-12-05,AA NATURAL COMERCIO LT,-8.1,CC Bradesco,Despesas Básicas,Alimentação,,1,1,1,VARIÁVEL,NÃO
2024-10-30,2024-12-05,AA NATURAL COMERCIO LT,-10.3,CC Bradesco,Despesas Básicas,Alimentação,,1,1,1,VARIÁVEL,NÃO
2024-10-30,2024-12-05,APPLE.COM/BILL,-14.9,CC Bradesco,Despesas Básicas,Assinaturas,,1,1,1,VARIÁVEL,NÃO
2024-10-30,2024-12-05,R M CABELEIREIROS LTDA,-190.0,CC Bradesco,Despesas Básicas,Cuidado Pessoal,,1,1,1,VARIÁVEL,NÃO
2024-10-29,2024-10-29,PIX TRANSF FELIPE 29/10,-90.0,ITAÚ,Despesas Básicas,Férias,Despesas Básicas - Férias,,1,1,FIXO,NÃO
2024-10-29,2024-10-29,DA COSERN 0856927334,-162.95,ITAÚ,Despesas Básicas,Energia e Água,Despesas Básicas - Energia e Água,,1,1,FIXO,NÃO
2024-10-29,2024-10-29,DA VIVO - RN 3114043185,-186.82,ITAÚ,Despesas Básicas,Telefone,Despesas Básicas - Telefone,,1,1,FIXO,NÃO
2024-10-29,2024-12-05,OGGI SORVETES,-4.0,CC Bradesco,Despesas Básicas,Alimentação,,1,1,1,VARIÁVEL,NÃO
2024-10-29,2024-12-05,AA NATURAL COMERCIO LT,-10.3,CC Bradesco,Despesas Básicas,Alimentação,,1,1,1,VARIÁVEL,NÃO
2024-10-29,2024-12-05,OGGI SORVETES,-15.4,CC Bradesco,Despesas Básicas,Alimentação,,1,1,1,VARIÁVEL,NÃO
2024-10-29,2024-12-05,NORDESTAO CID JARDIM,-130.23,CC Bradesco,Despesas Básicas,Alimentação,,1,1,1,VARIÁVEL,NÃO
2024-10-28,2024-10-28,PIX TRANSF Levu Dr28/10,2000.0,ITAÚ,Receitas,RA Mall,Receitas - RA Mall,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF MARCELO28/10,-50.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF Mayara 27/10,-60.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF Verônic28/10,-81.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,SISDEB ITAUPORTOSEGUR,-193.58,ITAÚ,Despesas Básicas,Seguro,Despesas Básicas - Seguro,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF DENNIS 28/10,-219.97,ITAÚ,Investimentos,Malca Club,Investimentos - Malca Club,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF FILIPE 27/10,-250.0,ITAÚ,Investimentos,Malca Club,Investimentos - Malca Club,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF Fernand28/10,-350.0,ITAÚ,Investimentos,Malca Club,Investimentos - Malca Club,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF JULIA G26/10,-600.0,ITAÚ,Investimentos,Malca Club,Investimentos - Malca Club,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX QRS RECEITA FED28/10,-6956.32,ITAÚ,Despesas Básicas,Impostos Empresas,Despesas Básicas - Impostos Empresas,,1,1,FIXO,NÃO
2024-10-28,2024-10-28,PIX TRANSF JOSE MI28/10,-20000.0,ITAÚ,Empréstimos,Fundo Rafael,Empréstimos - Fundo Rafael,,1,1,FIXO,NÃO
2024-10-28,2026-02-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,16,FIXO,NÃO
2024-10-28,2026-02-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,16,FIXO,NÃO
2024-10-28,2026-01-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,15,FIXO,NÃO
2024-10-28,2026-01-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,15,FIXO,NÃO
2024-10-28,2025-12-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,14,FIXO,NÃO
2024-10-28,2025-12-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,14,FIXO,NÃO
2024-10-28,2025-11-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,13,FIXO,NÃO
2024-10-28,2025-11-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,13,FIXO,NÃO
2024-10-28,2025-10-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,12,FIXO,NÃO
2024-10-28,2025-10-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,12,FIXO,NÃO
2024-10-28,2025-09-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,11,FIXO,NÃO
2024-10-28,2025-09-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,11,FIXO,NÃO
2024-10-28,2025-08-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,10,FIXO,NÃO
2024-10-28,2025-08-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,10,FIXO,NÃO
2024-10-28,2024-11-17,Oggi Sorvetes,-8.0,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-28,2025-07-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,9,FIXO,NÃO
2024-10-28,2025-07-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,9,FIXO,NÃO
2024-10-28,2025-06-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,8,FIXO,NÃO
2024-10-28,2025-06-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,8,FIXO,NÃO
2024-10-28,2025-05-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,7,FIXO,NÃO
2024-10-28,2025-05-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,7,FIXO,NÃO
2024-10-28,2025-04-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,6,FIXO,NÃO
2024-10-28,2025-04-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,6,FIXO,NÃO
2024-10-28,2025-03-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,5,FIXO,NÃO
2024-10-28,2025-03-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,5,FIXO,NÃO
2024-10-28,2025-02-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,4,FIXO,NÃO
2024-10-28,2025-02-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,4,FIXO,NÃO
2024-10-28,2025-02-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,18,FIXO,NÃO
2024-10-28,2025-01-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,3,FIXO,NÃO
2024-10-28,2025-01-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,3,FIXO,NÃO
2024-10-28,2025-01-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,17,FIXO,NÃO
2024-10-28,2024-12-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,2,FIXO,NÃO
2024-10-28,2024-12-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,2,FIXO,NÃO
2024-10-28,2024-11-07,MERCADOLIVRE*LOJADOPINTOR,-53.3,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,1,FIXO,NÃO
2024-10-28,2024-11-07,MERCADOLIVRE*LOJADOPINTOR,-55.44,CC MPAGO,Investimentos,RA Mall,Investimentos - RA Mall,,18,1,FIXO,NÃO
2024-10-28,2024-11-17,Pg *leroy Merlin Leroy,-1457.5,CC ITAU BLACK,Investimentos,RA Imóveis,Investimentos - RA Imóveis,,1,1,FIXO,NÃO
2024-10-27,2024-11-17,Cafe da Praca,-8.0,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-27,2024-11-17,Pe de Coco,-8.0,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-27,2024-11-17,Ancar Nordeste Estacio,-13.0,CC ITAU BLACK,Despesas Básicas,Transporte,Despesas Básicas - Transporte,,1,1,FIXO,NÃO
2024-10-27,2024-11-17,Mv - Natal Shopping,-15.8,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-27,2024-11-17,Camaroes Natal Shoppin,-37.31,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-27,2024-11-17,Ifd*s H Correia,-119.98,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-04-26,2025-03-06,Pag*casadobizote 01/12,-500.0,CC Itau Master,Investimentos,RA Mall,,,12,11,VARIÁVEL,NÃO
2024-10-26,2024-11-17,Drogaria Globo,-27.57,CC ITAU BLACK,Despesas Básicas,Saúde,Despesas Básicas - Saúde,,1,1,FIXO,NÃO
2024-10-26,2024-11-17,Ifd*tribo Do Acai Dist,-36.74,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-26,2024-11-17,Cappta*restaurante Pi,-73.6,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-25,2024-10-25,PIX TRANSF AURINO 25/10,-70.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,FIXO,NÃO
2024-10-25,2024-10-25,PIX TRANSF BRUNNO 25/10,-80.0,ITAÚ,Doação,Doação,Doação - Doação,,1,1,FIXO,NÃO
2024-10-25,2024-10-25,PIX TRANSF MARCELO25/10,-150.0,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,FIXO,NÃO
2024-10-25,2024-10-25,PIX TRANSF DENNIS 25/10,-171.9,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,FIXO,NÃO
2024-10-25,2024-10-25,PIX TRANSF FRANCIN25/10,-250.0,ITAÚ,Despesas Básicas,Despesas Casa,Despesas Básicas - Despesas Casa,,1,1,FIXO,NÃO
2024-10-25,2024-11-17,Oggi Sorvetes,-4.0,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-25,2024-11-17,Oggi Sorvetes,-6.5,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-25,2024-11-17,Flor E Oliveira Ltda,-16.98,CC ITAU BLACK,Despesas Básicas,Transporte,Despesas Básicas - Transporte,,1,1,FIXO,NÃO
2024-10-25,2024-11-17,Flor E Oliveira Ltda,-277.09,CC ITAU BLACK,Despesas Básicas,Transporte,Despesas Básicas - Transporte,,1,1,FIXO,NÃO
2024-10-25,2025-01-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,2,1,VARIÁVEL,NÃO
2024-10-25,2025-02-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,3,1,VARIÁVEL,NÃO
2024-10-25,2024-12-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,1,1,VARIÁVEL,NÃO
2024-10-25,2025-04-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,5,1,VARIÁVEL,NÃO
2024-10-25,2025-05-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,6,1,VARIÁVEL,NÃO
2024-10-25,2025-06-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,7,1,VARIÁVEL,NÃO
2024-10-25,2025-07-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,8,1,VARIÁVEL,NÃO
2024-10-25,2025-08-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,9,1,VARIÁVEL,NÃO
2024-10-25,2025-09-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,10,1,VARIÁVEL,NÃO
2024-10-25,2025-03-05,FERREIRA COSTA,-128.22,CC Bradesco,Despesas Básicas,Despesas Casa,,10,4,1,VARIÁVEL,NÃO
2024-10-24,2024-10-24,PIX TRANSF Ingrid 24/10,-1000.0,ITAÚ,Despesas Terceiros,Terceiros,Despesas Terceiros - Terceiros,,1,1,FIXO,NÃO
2024-10-24,2024-11-07,JAMAD MADEIRAS,-67.77,CC MPAGO,Despesas Básicas,Despesas Casa,Despesas Básicas - Despesas Casa,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX TRANSF ESGMAX 23/10,1940.0,ITAÚ,Receitas,Terceiros,Receitas - Terceiros,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX TRANSF ANTONIO23/10,1600.0,ITAÚ,Receitas,RA Mall,Receitas - RA Mall,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX QRS JOAQUINA FI23/10,-7.5,ITAÚ,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX TRANSF ULISSES23/10,-12.0,ITAÚ,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX TRANSF DENYS G23/10,-318.8,ITAÚ,Investimentos,RA Mall,Investimentos - RA Mall,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX TRANSF JULIA G23/10,-600.0,ITAÚ,Investimentos,Malca Club,Investimentos - Malca Club,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX TRANSF RODRIGO23/10,-750.0,ITAÚ,Investimentos,Dharma,Investimentos - Dharma,,1,1,FIXO,NÃO
2024-10-23,2024-10-23,PIX TRANSF GEOVANE23/10,-1000.0,ITAÚ,Investimentos,Dharma,Investimentos - Dharma,,1,1,FIXO,NÃO
2024-10-23,2024-11-05,IOF diario - saldo financiado,-0.19,CC SAMS,Empréstimos,Juros Conta Corrente,Empréstimos - Juros Conta Corrente,,1,1,FIXO,NÃO
2024-10-23,2024-11-05,Juros de Mora,-0.7,CC SAMS,Empréstimos,Juros Conta Corrente,Empréstimos - Juros Conta Corrente,,1,1,FIXO,NÃO
2024-10-23,2024-11-05,IOF adicional - saldo financiado,-1.35,CC SAMS,Empréstimos,Juros Conta Corrente,Empréstimos - Juros Conta Corrente,,1,1,FIXO,NÃO
2024-10-23,2024-11-17,Doce Portugal,-3.99,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-23,2024-11-17,Oggi Sorvetes,-4.0,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-23,2024-11-17,Doce Portugal,-7.1,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-23,2024-11-17,Oggi Sorvetes,-14.25,CC ITAU BLACK,Despesas Básicas,Alimentação,Despesas Básicas - Alimentação,,1,1,FIXO,NÃO
2024-10-23,2024-11-05,Juros Remuneratórios,-14.87,CC SAMS,Empréstimos,Juros Conta Corrente,Empréstimos - Juros Conta Corrente,,1,1,FIXO,NÃO
